2022-05-15 00:05:19 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:65 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:797 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (09d88198700f0003328af9419c79519f)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 01:05:355 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (09d88198700f0003328af9419c79519f)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 01:05:374 INFO  HomePage :38 - Getting Page Header Proxy element for: DefaultElementLocator 'By.xpath: //h1[contains(text(),'Computers')]'
2022-05-15 01:05:431 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:366 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (79be7055895b00533166ba929f304f29)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 01:05:928 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (79be7055895b00533166ba929f304f29)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 01:05:549 INFO  HomePage :63 - Clicking on Build Your Computer : [[ChromeDriver: chrome on WINDOWS (79be7055895b00533166ba929f304f29)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 01:05:654 INFO  HomePage :75 - Setting Processor [[ChromeDriver: chrome on WINDOWS (79be7055895b00533166ba929f304f29)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 01:05:747 INFO  HomePage :80 - Setting RAM [[ChromeDriver: chrome on WINDOWS (79be7055895b00533166ba929f304f29)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 01:05:810 INFO  HomePage :86 - Setting HDD : 320 GBto [[ChromeDriver: chrome on WINDOWS (79be7055895b00533166ba929f304f29)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 01:05:880 INFO  HomePage :123 - Clicking on Add to cart : [[ChromeDriver: chrome on WINDOWS (79be7055895b00533166ba929f304f29)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 01:05:150 INFO  HomePage :127 - Getting Confirm Message After adding to cart : [[ChromeDriver: chrome on WINDOWS (79be7055895b00533166ba929f304f29)] -> xpath: //div/p[@class='content']]
2022-05-15 01:05:824 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:11 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (5f2ef32dc81fa24309096f20b28e1ec4)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 01:05:432 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (5f2ef32dc81fa24309096f20b28e1ec4)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 01:05:437 INFO  HomePage :63 - Clicking on Build Your Computer : [[ChromeDriver: chrome on WINDOWS (5f2ef32dc81fa24309096f20b28e1ec4)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 01:05:492 INFO  HomePage :75 - Setting Processor [[ChromeDriver: chrome on WINDOWS (5f2ef32dc81fa24309096f20b28e1ec4)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 01:05:575 INFO  HomePage :80 - Setting RAM [[ChromeDriver: chrome on WINDOWS (5f2ef32dc81fa24309096f20b28e1ec4)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 01:05:635 INFO  HomePage :89 - Setting HDD : 400 GB [+$100.00]to [[ChromeDriver: chrome on WINDOWS (5f2ef32dc81fa24309096f20b28e1ec4)] -> xpath: //input[@id='product_attribute_3_7']]
2022-05-15 01:05:703 INFO  HomePage :123 - Clicking on Add to cart : [[ChromeDriver: chrome on WINDOWS (5f2ef32dc81fa24309096f20b28e1ec4)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 01:05:967 INFO  HomePage :127 - Getting Confirm Message After adding to cart : [[ChromeDriver: chrome on WINDOWS (5f2ef32dc81fa24309096f20b28e1ec4)] -> xpath: //div/p[@class='content']]
2022-05-15 01:05:694 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:126 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (ba33de395822f9133d73e4c2fff208ae)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 01:05:579 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (ba33de395822f9133d73e4c2fff208ae)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 01:05:211 INFO  HomePage :63 - Clicking on Build Your Computer : [[ChromeDriver: chrome on WINDOWS (ba33de395822f9133d73e4c2fff208ae)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 01:05:262 INFO  HomePage :75 - Setting Processor [[ChromeDriver: chrome on WINDOWS (ba33de395822f9133d73e4c2fff208ae)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 01:05:350 INFO  HomePage :80 - Setting RAM [[ChromeDriver: chrome on WINDOWS (ba33de395822f9133d73e4c2fff208ae)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 01:05:414 INFO  HomePage :86 - Setting HDD : 320 GBto [[ChromeDriver: chrome on WINDOWS (ba33de395822f9133d73e4c2fff208ae)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 01:05:475 INFO  HomePage :123 - Clicking on Add to cart : [[ChromeDriver: chrome on WINDOWS (ba33de395822f9133d73e4c2fff208ae)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 01:05:746 INFO  HomePage :127 - Getting Confirm Message After adding to cart : [[ChromeDriver: chrome on WINDOWS (ba33de395822f9133d73e4c2fff208ae)] -> xpath: //div/p[@class='content']]
2022-05-15 01:05:697 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:775 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (0cb44db6d8f99184725bb98e9519f6d5)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 01:05:815 INFO  HomePage :38 - Getting Page Header [[ChromeDriver: chrome on WINDOWS (0cb44db6d8f99184725bb98e9519f6d5)] -> xpath: //h1[contains(text(),'Computers')]]
2022-05-15 01:05:864 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:225 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (e5acec8acf508da9063a1e4607ff85b5)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 01:05:672 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (e5acec8acf508da9063a1e4607ff85b5)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 01:05:745 INFO  HomePage :38 - Getting Page Header Proxy element for: DefaultElementLocator 'By.xpath: //h1[contains(text(),'Computers')]'
2022-05-15 01:05:861 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:738 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (15e0b62a11e211536da457563a5a0eac)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 01:05:381 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (15e0b62a11e211536da457563a5a0eac)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 01:05:314 INFO  HomePage :63 - Clicking on Build Your Computer : [[ChromeDriver: chrome on WINDOWS (15e0b62a11e211536da457563a5a0eac)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 01:05:410 INFO  HomePage :75 - Setting Processor [[ChromeDriver: chrome on WINDOWS (15e0b62a11e211536da457563a5a0eac)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 01:05:494 INFO  HomePage :80 - Setting RAM [[ChromeDriver: chrome on WINDOWS (15e0b62a11e211536da457563a5a0eac)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 01:05:558 INFO  HomePage :86 - Setting HDD : 320 GBto [[ChromeDriver: chrome on WINDOWS (15e0b62a11e211536da457563a5a0eac)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 01:05:635 INFO  HomePage :123 - Clicking on Add to cart : [[ChromeDriver: chrome on WINDOWS (15e0b62a11e211536da457563a5a0eac)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 01:05:908 INFO  HomePage :127 - Getting Confirm Message After adding to cart : [[ChromeDriver: chrome on WINDOWS (15e0b62a11e211536da457563a5a0eac)] -> xpath: //div/p[@class='content']]
2022-05-15 01:05:635 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:155 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (49dadaafe1b529c608f6d456b7c8ed75)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 01:05:620 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (49dadaafe1b529c608f6d456b7c8ed75)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 01:05:948 INFO  HomePage :63 - Clicking on Build Your Computer : [[ChromeDriver: chrome on WINDOWS (49dadaafe1b529c608f6d456b7c8ed75)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 01:05:01 INFO  HomePage :75 - Setting Processor [[ChromeDriver: chrome on WINDOWS (49dadaafe1b529c608f6d456b7c8ed75)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 01:05:84 INFO  HomePage :80 - Setting RAM [[ChromeDriver: chrome on WINDOWS (49dadaafe1b529c608f6d456b7c8ed75)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 01:05:150 INFO  HomePage :89 - Setting HDD : 400 GB [+$100.00]to [[ChromeDriver: chrome on WINDOWS (49dadaafe1b529c608f6d456b7c8ed75)] -> xpath: //input[@id='product_attribute_3_7']]
2022-05-15 01:05:215 INFO  HomePage :123 - Clicking on Add to cart : [[ChromeDriver: chrome on WINDOWS (49dadaafe1b529c608f6d456b7c8ed75)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 01:05:146 INFO  HomePage :127 - Getting Confirm Message After adding to cart : [[ChromeDriver: chrome on WINDOWS (49dadaafe1b529c608f6d456b7c8ed75)] -> xpath: //div/p[@class='content']]
2022-05-15 01:05:856 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 01:05:435 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (50aab139a3541910674c28842d84c23d)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 01:05:980 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (50aab139a3541910674c28842d84c23d)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 01:05:212 INFO  HomePage :63 - Clicking on Build Your Computer : [[ChromeDriver: chrome on WINDOWS (50aab139a3541910674c28842d84c23d)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 01:05:268 INFO  HomePage :75 - Setting Processor [[ChromeDriver: chrome on WINDOWS (50aab139a3541910674c28842d84c23d)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 01:05:349 INFO  HomePage :80 - Setting RAM [[ChromeDriver: chrome on WINDOWS (50aab139a3541910674c28842d84c23d)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 01:05:415 INFO  HomePage :86 - Setting HDD : 320 GBto [[ChromeDriver: chrome on WINDOWS (50aab139a3541910674c28842d84c23d)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 01:05:476 INFO  HomePage :123 - Clicking on Add to cart : [[ChromeDriver: chrome on WINDOWS (50aab139a3541910674c28842d84c23d)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 01:05:804 INFO  HomePage :127 - Getting Confirm Message After adding to cart : [[ChromeDriver: chrome on WINDOWS (50aab139a3541910674c28842d84c23d)] -> xpath: //div/p[@class='content']]
2022-05-15 02:05:204 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 02:05:661 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (e5a8fb1e7c6aa711d064c36e63e554a8)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 02:05:701 INFO  HomePage :42 - Getting Page Header : Proxy element for: DefaultElementLocator 'By.xpath: //h1[contains(text(),'Desktops')]'
2022-05-15 02:05:863 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 02:05:736 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (c899df0f2048feac77df45bdf1ead812)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 02:05:195 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (c899df0f2048feac77df45bdf1ead812)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 02:05:217 INFO  HomePage :42 - Getting Page Header : [[ChromeDriver: chrome on WINDOWS (c899df0f2048feac77df45bdf1ead812)] -> xpath: //h1[contains(text(),'Desktops')]]
2022-05-15 02:05:964 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 02:05:700 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (a9dfb564a3c7f606c2967b0e1a85a4b2)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 02:05:193 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (a9dfb564a3c7f606c2967b0e1a85a4b2)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 02:05:184 INFO  HomePage :63 - Clicking on Build Your Computer : [[ChromeDriver: chrome on WINDOWS (a9dfb564a3c7f606c2967b0e1a85a4b2)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 02:05:273 INFO  HomePage :75 - Setting Processor [[ChromeDriver: chrome on WINDOWS (a9dfb564a3c7f606c2967b0e1a85a4b2)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 02:05:361 INFO  HomePage :80 - Setting RAM [[ChromeDriver: chrome on WINDOWS (a9dfb564a3c7f606c2967b0e1a85a4b2)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 02:05:423 INFO  HomePage :86 - Setting HDD : 320 GBto [[ChromeDriver: chrome on WINDOWS (a9dfb564a3c7f606c2967b0e1a85a4b2)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 02:05:490 INFO  HomePage :123 - Clicking on Add to cart : [[ChromeDriver: chrome on WINDOWS (a9dfb564a3c7f606c2967b0e1a85a4b2)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 02:05:761 INFO  HomePage :127 - Getting Confirm Message After adding to cart : [[ChromeDriver: chrome on WINDOWS (a9dfb564a3c7f606c2967b0e1a85a4b2)] -> xpath: //div/p[@class='content']]
2022-05-15 02:05:506 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 02:05:103 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (376a2c449386bbeff38d8de990fb1ec2)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 02:05:570 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (376a2c449386bbeff38d8de990fb1ec2)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 02:05:605 INFO  HomePage :63 - Clicking on Build Your Computer : [[ChromeDriver: chrome on WINDOWS (376a2c449386bbeff38d8de990fb1ec2)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 02:05:667 INFO  HomePage :75 - Setting Processor [[ChromeDriver: chrome on WINDOWS (376a2c449386bbeff38d8de990fb1ec2)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 02:05:756 INFO  HomePage :80 - Setting RAM [[ChromeDriver: chrome on WINDOWS (376a2c449386bbeff38d8de990fb1ec2)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 02:05:819 INFO  HomePage :89 - Setting HDD : 400 GB [+$100.00]to [[ChromeDriver: chrome on WINDOWS (376a2c449386bbeff38d8de990fb1ec2)] -> xpath: //input[@id='product_attribute_3_7']]
2022-05-15 02:05:890 INFO  HomePage :123 - Clicking on Add to cart : [[ChromeDriver: chrome on WINDOWS (376a2c449386bbeff38d8de990fb1ec2)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 02:05:78 INFO  HomePage :127 - Getting Confirm Message After adding to cart : [[ChromeDriver: chrome on WINDOWS (376a2c449386bbeff38d8de990fb1ec2)] -> xpath: //div/p[@class='content']]
2022-05-15 02:05:801 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 02:05:511 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (47e3500454a06131e86756478b9b7021)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 02:05:255 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (47e3500454a06131e86756478b9b7021)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 02:05:118 INFO  HomePage :63 - Clicking on Build Your Computer : [[ChromeDriver: chrome on WINDOWS (47e3500454a06131e86756478b9b7021)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 02:05:177 INFO  HomePage :75 - Setting Processor [[ChromeDriver: chrome on WINDOWS (47e3500454a06131e86756478b9b7021)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 02:05:259 INFO  HomePage :80 - Setting RAM [[ChromeDriver: chrome on WINDOWS (47e3500454a06131e86756478b9b7021)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 02:05:327 INFO  HomePage :86 - Setting HDD : 320 GBto [[ChromeDriver: chrome on WINDOWS (47e3500454a06131e86756478b9b7021)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 02:05:397 INFO  HomePage :123 - Clicking on Add to cart : [[ChromeDriver: chrome on WINDOWS (47e3500454a06131e86756478b9b7021)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 02:05:665 INFO  HomePage :127 - Getting Confirm Message After adding to cart : [[ChromeDriver: chrome on WINDOWS (47e3500454a06131e86756478b9b7021)] -> xpath: //div/p[@class='content']]
2022-05-15 02:05:955 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 02:05:29 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (c98014bd8d8171820020cfd9c7ca619b)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 02:05:62 INFO  HomePage :38 - Getting Page Header [[ChromeDriver: chrome on WINDOWS (c98014bd8d8171820020cfd9c7ca619b)] -> xpath: //h1[contains(text(),'Computers')]]
2022-05-15 02:05:797 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 02:05:510 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (25060ba310f46440231b17d91bfc10bb)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 02:05:560 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (25060ba310f46440231b17d91bfc10bb)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 02:05:581 INFO  HomePage :42 - Getting Page Header : [[ChromeDriver: chrome on WINDOWS (25060ba310f46440231b17d91bfc10bb)] -> xpath: //h1[contains(text(),'Desktops')]]
2022-05-15 02:05:289 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 02:05:823 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (7f2162d099f609f5ab305c80d5efd644)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 02:05:442 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (7f2162d099f609f5ab305c80d5efd644)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 02:05:51 INFO  HomePage :63 - Clicking on Build Your Computer : [[ChromeDriver: chrome on WINDOWS (7f2162d099f609f5ab305c80d5efd644)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 02:05:146 INFO  HomePage :75 - Setting Processor [[ChromeDriver: chrome on WINDOWS (7f2162d099f609f5ab305c80d5efd644)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 02:05:226 INFO  HomePage :80 - Setting RAM [[ChromeDriver: chrome on WINDOWS (7f2162d099f609f5ab305c80d5efd644)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 02:05:287 INFO  HomePage :86 - Setting HDD : 320 GBto [[ChromeDriver: chrome on WINDOWS (7f2162d099f609f5ab305c80d5efd644)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 02:05:355 INFO  HomePage :123 - Clicking on Add to cart : [[ChromeDriver: chrome on WINDOWS (7f2162d099f609f5ab305c80d5efd644)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 02:05:684 INFO  HomePage :127 - Getting Confirm Message After adding to cart : [[ChromeDriver: chrome on WINDOWS (7f2162d099f609f5ab305c80d5efd644)] -> xpath: //div/p[@class='content']]
2022-05-15 02:05:366 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 02:05:102 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (4d305c66971abcd41de5a8693fa4543d)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 02:05:701 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (4d305c66971abcd41de5a8693fa4543d)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 02:05:310 INFO  HomePage :63 - Clicking on Build Your Computer : [[ChromeDriver: chrome on WINDOWS (4d305c66971abcd41de5a8693fa4543d)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 02:05:365 INFO  HomePage :75 - Setting Processor [[ChromeDriver: chrome on WINDOWS (4d305c66971abcd41de5a8693fa4543d)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 02:05:449 INFO  HomePage :80 - Setting RAM [[ChromeDriver: chrome on WINDOWS (4d305c66971abcd41de5a8693fa4543d)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 02:05:514 INFO  HomePage :89 - Setting HDD : 400 GB [+$100.00]to [[ChromeDriver: chrome on WINDOWS (4d305c66971abcd41de5a8693fa4543d)] -> xpath: //input[@id='product_attribute_3_7']]
2022-05-15 02:05:573 INFO  HomePage :123 - Clicking on Add to cart : [[ChromeDriver: chrome on WINDOWS (4d305c66971abcd41de5a8693fa4543d)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 02:05:504 INFO  HomePage :127 - Getting Confirm Message After adding to cart : [[ChromeDriver: chrome on WINDOWS (4d305c66971abcd41de5a8693fa4543d)] -> xpath: //div/p[@class='content']]
2022-05-15 02:05:203 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 02:05:624 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (5c9453dbfd31a87b12e68bb5afe40d8c)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 02:05:56 INFO  HomePage :44 - Clicking on Desktop Link [[ChromeDriver: chrome on WINDOWS (5c9453dbfd31a87b12e68bb5afe40d8c)] -> xpath: //div[@class='sub-category-item']//a[contains(text(),'Desktops')]]
2022-05-15 02:05:898 INFO  HomePage :63 - Clicking on Build Your Computer : [[ChromeDriver: chrome on WINDOWS (5c9453dbfd31a87b12e68bb5afe40d8c)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 02:05:953 INFO  HomePage :75 - Setting Processor [[ChromeDriver: chrome on WINDOWS (5c9453dbfd31a87b12e68bb5afe40d8c)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 02:05:39 INFO  HomePage :80 - Setting RAM [[ChromeDriver: chrome on WINDOWS (5c9453dbfd31a87b12e68bb5afe40d8c)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 02:05:104 INFO  HomePage :86 - Setting HDD : 320 GBto [[ChromeDriver: chrome on WINDOWS (5c9453dbfd31a87b12e68bb5afe40d8c)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 02:05:163 INFO  HomePage :123 - Clicking on Add to cart : [[ChromeDriver: chrome on WINDOWS (5c9453dbfd31a87b12e68bb5afe40d8c)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 02:05:420 INFO  HomePage :127 - Getting Confirm Message After adding to cart : [[ChromeDriver: chrome on WINDOWS (5c9453dbfd31a87b12e68bb5afe40d8c)] -> xpath: //div/p[@class='content']]
2022-05-15 02:05:366 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 02:05:866 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (8795c368342201e49388638e4ed2a63b)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2022-05-15 02:05:893 INFO  HomePage :38 - Getting Page Header [[ChromeDriver: chrome on WINDOWS (8795c368342201e49388638e4ed2a63b)] -> xpath: //h1[contains(text(),'Computers')]]
2022-05-15 02:05:613 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 02:05:555 INFO  HomePage :72 - Clicking on Computer Link : [[ChromeDriver: chrome on WINDOWS (3579cc26e49adeeb1c1881e10e39b2d0)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
